Gene.ID	g4_g3	g2_g1
ENSG00000001084	81	64
ENSG00000002549	52	41
ENSG00000002834	56	89
ENSG00000004142	67	38
ENSG00000004660	98	76
ENSG00000004766	63	5
ENSG00000004779	57	92
ENSG00000004864	20	32
ENSG00000004939	88	80
ENSG00000005007	54	30
ENSG00000005194	54	31
ENSG00000005810	46	46
ENSG00000005882	0	72
ENSG00000005893	52	22
ENSG00000006125	40	5
ENSG00000006282	41	93
ENSG00000006625	65	98
ENSG00000006740	28	69
ENSG00000007168	55	39
ENSG00000007237	48	90
ENSG00000007402	76	52
ENSG00000007923	47	55
ENSG00000008056	24	16
ENSG00000008988	50	27
ENSG00000009307	42	52
ENSG00000009844	31	14
ENSG00000010017	18	65
ENSG00000010256	36	82
ENSG00000010278	39	95
ENSG00000011021	85	85
ENSG00000011295	9	95
ENSG00000011347	68	39
ENSG00000011376	33	64
ENSG00000011426	48	99
ENSG00000011485	86	50
ENSG00000011677	86	41
ENSG00000012822	81	95
ENSG00000013016	60	57
ENSG00000013297	96	91
ENSG00000013364	52	60
ENSG00000013583	69	24
ENSG00000014123	82	16
ENSG00000014216	57	6
ENSG00000014641	42	2
ENSG00000014824	25	89
ENSG00000014919	40	12
ENSG00000015475	78	39
ENSG00000017797	98	6
ENSG00000018189	71	23
ENSG00000018236	29	60
ENSG00000018625	23	33
ENSG00000019144	99	72
ENSG00000020129	71	44
ENSG00000021300	35	71
ENSG00000021574	89	77
ENSG00000022355	2	83
ENSG00000023287	79	69
ENSG00000023318	19	12
ENSG00000023697	77	21
ENSG00000023734	66	62
ENSG00000024422	37	1
ENSG00000025772	91	34
ENSG00000026508	62	89
ENSG00000028528	5	35
ENSG00000029534	31	32
ENSG00000029725	46	68
ENSG00000031698	28	31
ENSG00000032444	74	44
ENSG00000033178	58	24
ENSG00000033627	28	54
ENSG00000034713	60	88
ENSG00000035403	8	8
ENSG00000035687	41	64
ENSG00000036257	96	13
ENSG00000038274	11	60
ENSG00000038382	53	16
ENSG00000038427	16	33
ENSG00000039319	98	23
ENSG00000040341	6	25
ENSG00000040731	72	95
ENSG00000040933	29	18
ENSG00000041982	69	80
ENSG00000042493	55	45
ENSG00000042753	24	54
ENSG00000044574	59	8
ENSG00000047056	7	22
ENSG00000047249	5	71
ENSG00000047410	18	4
ENSG00000047457	20	38
ENSG00000047849	26	61
ENSG00000048392	51	31
ENSG00000048707	18	45
ENSG00000049759	7	63
ENSG00000049860	88	4
ENSG00000050165	55	53
ENSG00000050405	98	68
ENSG00000050426	47	52
ENSG00000051620	88	40
ENSG00000054116	70	15
ENSG00000054356	98	89
ENSG00000054654	84	99
ENSG00000054983	88	56
ENSG00000055163	26	4
ENSG00000055332	32	49
ENSG00000055955	98	94
ENSG00000057608	60	18
ENSG00000057663	21	79
ENSG00000057757	25	39
ENSG00000058272	87	97
ENSG00000058404	39	9
ENSG00000058668	68	1
ENSG00000059573	76	36
ENSG00000059915	85	76
ENSG00000060971	98	31
ENSG00000060982	31	34
ENSG00000061676	29	31
ENSG00000061918	24	19
ENSG00000061987	42	69
ENSG00000062485	2	12
ENSG00000062598	81	11
ENSG00000063177	46	57
ENSG00000064042	19	30
ENSG00000064607	76	10
ENSG00000064651	24	27
ENSG00000065000	85	94
ENSG00000065135	58	35
ENSG00000065154	7	66
ENSG00000065427	53	49
ENSG00000065518	37	97
ENSG00000065534	18	72
ENSG00000065559	74	48
ENSG00000065609	75	89
ENSG00000065833	68	3
ENSG00000066027	27	52
ENSG00000066032	30	47
ENSG00000066044	64	23
ENSG00000066084	59	72
ENSG00000066248	54	92
ENSG00000066427	86	91
ENSG00000066557	51	57
ENSG00000066583	50	87
ENSG00000066739	46	84
ENSG00000066926	52	37
ENSG00000067057	61	7
ENSG00000067141	23	2
ENSG00000067177	81	8
ENSG00000067191	54	70
ENSG00000067369	83	28
ENSG00000067704	16	10
ENSG00000067715	11	86
ENSG00000067829	65	7
ENSG00000067836	0	59
ENSG00000067900	91	32
ENSG00000067992	48	85
ENSG00000068120	83	17
ENSG00000068383	27	42
ENSG00000068400	0	38
ENSG00000068615	94	0
ENSG00000068796	45	76
ENSG00000068912	86	81
ENSG00000068976	23	33
ENSG00000069329	76	96
ENSG00000069345	10	91
ENSG00000069424	1	81
ENSG00000069535	30	42
ENSG00000069849	4	9
ENSG00000069966	34	59
ENSG00000070010	62	5
ENSG00000070061	68	0
ENSG00000070081	86	53
ENSG00000070087	75	6
ENSG00000070182	73	1
ENSG00000070214	41	14
ENSG00000070366	79	77
ENSG00000070367	69	67
ENSG00000070610	77	86
ENSG00000070669	74	64
ENSG00000070718	64	58
ENSG00000070808	30	83
ENSG00000070831	92	28
ENSG00000070882	94	16
ENSG00000070961	25	79
ENSG00000071051	7	2
ENSG00000071127	89	42
ENSG00000071242	48	8
ENSG00000071553	76	67
ENSG00000072042	57	86
ENSG00000072110	36	48
ENSG00000072134	22	67
ENSG00000072501	91	24
ENSG00000072506	12	73
ENSG00000072778	74	73
ENSG00000072832	39	53
ENSG00000072952	96	0
ENSG00000073008	62	57
ENSG00000073578	51	26
ENSG00000073670	79	38
ENSG00000073921	11	25
ENSG00000074054	70	43
ENSG00000074317	19	55
ENSG00000074319	58	34
ENSG00000074582	28	44
ENSG00000074590	1	6
ENSG00000074800	29	83
ENSG00000074842	86	53
ENSG00000075142	9	96
ENSG00000075239	13	57
ENSG00000075340	40	51
ENSG00000075391	82	27
ENSG00000075413	52	64
ENSG00000075618	30	34
ENSG00000075651	90	15
ENSG00000075711	35	15
ENSG00000075785	3	15
ENSG00000075945	9	70
ENSG00000076043	3	64
ENSG00000076201	73	25
ENSG00000076356	88	90
ENSG00000076513	91	40
ENSG00000076554	49	44
ENSG00000076685	31	31
ENSG00000076706	77	90
ENSG00000076826	17	56
ENSG00000076864	17	73
ENSG00000077063	47	88
ENSG00000077097	78	58
ENSG00000077522	22	97
ENSG00000077549	41	59
ENSG00000078018	15	40
ENSG00000078053	55	91
ENSG00000078070	14	44
ENSG00000078114	98	68
ENSG00000078140	86	40
ENSG00000078142	82	42
ENSG00000078237	31	47
ENSG00000078668	72	39
ENSG00000078902	85	21
ENSG00000079246	52	58
ENSG00000079308	12	51
ENSG00000079332	72	6
ENSG00000079435	25	20
ENSG00000079691	47	38
ENSG00000079739	9	73
ENSG00000079785	66	92
ENSG00000079805	39	76
ENSG00000079819	9	87
ENSG00000079841	99	96
ENSG00000079931	52	65
ENSG00000079950	26	55
ENSG00000080371	28	2
ENSG00000080493	47	61
ENSG00000080819	53	38
ENSG00000080824	48	3
ENSG00000080845	79	36
ENSG00000080854	23	90
ENSG00000081307	33	67
ENSG00000081760	68	0
ENSG00000081803	10	74
ENSG00000082153	79	69
ENSG00000082212	50	55
ENSG00000082397	2	29
ENSG00000082458	31	23
ENSG00000082898	1	59
ENSG00000083312	58	43
ENSG00000083799	93	67
ENSG00000084070	94	41
ENSG00000084073	55	21
ENSG00000084207	62	65
ENSG00000084234	88	65
ENSG00000084444	14	90
ENSG00000084674	40	53
ENSG00000084733	72	70
ENSG00000084754	31	8
ENSG00000085117	86	45
ENSG00000085224	42	99
ENSG00000085377	77	68
ENSG00000085662	2	44
ENSG00000085719	89	17
ENSG00000085832	39	94
ENSG00000086289	58	58
ENSG00000086758	70	39
ENSG00000086827	90	24
ENSG00000087053	70	16
ENSG00000087086	90	3
ENSG00000087191	95	76
ENSG00000087274	55	23
ENSG00000087299	96	73
ENSG00000087302	24	95
ENSG00000087365	31	73
ENSG00000087460	49	36
ENSG00000087470	26	81
ENSG00000087842	42	47
ENSG00000088247	32	60
ENSG00000088367	36	13
ENSG00000088682	78	74
ENSG00000088832	40	96
ENSG00000088833	37	25
ENSG00000088992	57	40
ENSG00000089006	7	0
ENSG00000089009	0	79
ENSG00000089154	16	19
ENSG00000089157	22	52
ENSG00000089169	33	98
ENSG00000089248	45	23
ENSG00000089250	81	46
ENSG00000089280	6	22
ENSG00000089289	64	47
ENSG00000089597	27	17
ENSG00000090054	98	23
ENSG00000090273	10	47
ENSG00000090339	69	99
ENSG00000090615	95	32
ENSG00000090621	5	29
ENSG00000090861	29	7
ENSG00000090863	39	27
ENSG00000090975	60	46
ENSG00000091129	5	86
ENSG00000091140	25	83
ENSG00000091157	82	56
ENSG00000091164	60	76
ENSG00000091409	67	69
ENSG00000091428	63	91
ENSG00000091483	41	54
ENSG00000091513	7	73
ENSG00000091527	32	36
ENSG00000091622	68	93
ENSG00000092094	68	50
ENSG00000092621	71	48
ENSG00000092820	33	94
ENSG00000093144	12	62
ENSG00000093167	2	15
ENSG00000094631	64	46
ENSG00000095139	54	19
ENSG00000095261	26	51
ENSG00000095321	18	4
ENSG00000095637	33	31
ENSG00000095713	80	46
ENSG00000096384	45	65
ENSG00000096746	77	9
ENSG00000097021	26	72
ENSG00000097033	11	5
ENSG00000099204	41	6
ENSG00000099246	18	72
ENSG00000099282	37	99
ENSG00000099308	14	85
ENSG00000099622	57	53
ENSG00000099624	83	2
ENSG00000099625	92	97
ENSG00000099783	13	46
ENSG00000099800	38	64
ENSG00000099814	63	77
ENSG00000099822	52	18
ENSG00000099864	7	31
ENSG00000099942	12	72
ENSG00000099968	91	90
ENSG00000100028	28	1
ENSG00000100030	62	35
ENSG00000100075	37	23
ENSG00000100083	13	36
ENSG00000100097	55	97
ENSG00000100116	35	96
ENSG00000100129	74	36
ENSG00000100167	23	54
ENSG00000100201	78	39
ENSG00000100220	12	92
ENSG00000100226	10	10
ENSG00000100241	31	68
ENSG00000100243	3	23
ENSG00000100266	55	13
ENSG00000100280	12	74
ENSG00000100284	95	47
ENSG00000100285	37	17
ENSG00000100304	83	45
ENSG00000100345	34	82
ENSG00000100347	79	76
ENSG00000100353	61	67
ENSG00000100364	85	18
ENSG00000100380	70	95
ENSG00000100401	15	20
ENSG00000100412	14	83
ENSG00000100427	41	35
ENSG00000100442	32	92
ENSG00000100445	8	64
ENSG00000100462	34	62
ENSG00000100519	80	65
ENSG00000100523	91	13
ENSG00000100554	41	33
ENSG00000100567	63	85
ENSG00000100577	78	74
ENSG00000100591	3	66
ENSG00000100592	57	23
ENSG00000100614	93	12
ENSG00000100664	64	54
ENSG00000100714	67	29
ENSG00000100764	55	62
ENSG00000100804	56	32
ENSG00000100813	84	78
ENSG00000100836	84	35
ENSG00000100883	44	82
ENSG00000100902	46	8
ENSG00000100983	21	57
ENSG00000100994	23	47
ENSG00000101132	71	78
ENSG00000101150	22	97
ENSG00000101199	8	37
ENSG00000101335	6	93
ENSG00000101347	23	46
ENSG00000101365	3	31
ENSG00000101367	26	25
ENSG00000101400	56	82
ENSG00000101439	73	14
ENSG00000101444	18	22
ENSG00000101474	1	15
ENSG00000101557	17	51
ENSG00000101558	56	97
ENSG00000101596	97	21
ENSG00000101940	38	59
ENSG00000102003	9	62
ENSG00000102024	61	69
ENSG00000102054	30	48
ENSG00000102109	11	89
ENSG00000102144	33	78
ENSG00000102172	66	24
ENSG00000102178	15	30
ENSG00000102189	46	6
ENSG00000102226	96	44
ENSG00000102390	37	10
ENSG00000102401	33	86
ENSG00000102547	17	2
ENSG00000102606	90	23
ENSG00000102699	95	20
ENSG00000102738	80	16
ENSG00000102763	91	43
ENSG00000102781	81	11
ENSG00000102879	22	24
ENSG00000102882	2	18
ENSG00000102893	86	10
ENSG00000102900	14	48
ENSG00000102967	37	21
ENSG00000103024	92	41
ENSG00000103034	32	96
ENSG00000103056	63	43
ENSG00000103154	74	92
ENSG00000103160	5	57
ENSG00000103187	68	99
ENSG00000103194	47	2
ENSG00000103197	22	63
ENSG00000103266	81	3
ENSG00000103274	72	60
ENSG00000103316	60	85
ENSG00000103356	86	48
ENSG00000103363	2	50
ENSG00000103381	81	79
ENSG00000103485	40	87
ENSG00000103496	22	13
ENSG00000103507	0	81
ENSG00000103540	59	63
ENSG00000103647	31	25
ENSG00000103723	4	74
ENSG00000103740	93	8
ENSG00000103876	42	21
ENSG00000103966	30	28
ENSG00000104093	10	63
ENSG00000104112	64	98
ENSG00000104131	42	46
ENSG00000104142	75	10
ENSG00000104237	47	99
ENSG00000104267	18	73
ENSG00000104325	10	24
ENSG00000104375	97	83
ENSG00000104381	40	20
ENSG00000104408	7	57
ENSG00000104435	70	67
ENSG00000104490	54	30
ENSG00000104722	58	57
ENSG00000104763	19	85
ENSG00000104805	53	21
ENSG00000104812	58	45
ENSG00000104833	73	88
ENSG00000104852	85	31
ENSG00000104915	95	77
ENSG00000104946	86	20
ENSG00000104980	4	45
ENSG00000105185	51	29
ENSG00000105193	35	57
ENSG00000105197	34	66
ENSG00000105223	14	50
ENSG00000105245	17	77
ENSG00000105254	82	98
ENSG00000105255	80	42
ENSG00000105270	97	54
ENSG00000105290	4	65
ENSG00000105357	36	41
ENSG00000105372	65	13
ENSG00000105376	57	85
ENSG00000105379	74	63
ENSG00000105401	60	47
ENSG00000105402	84	28
ENSG00000105409	72	27
ENSG00000105426	47	93
ENSG00000105443	49	40
ENSG00000105514	37	72
ENSG00000105519	91	98
ENSG00000105607	14	24
ENSG00000105669	43	13
ENSG00000105676	82	68
ENSG00000105695	19	20
ENSG00000105767	82	39
ENSG00000105778	1	91
ENSG00000105819	97	31
ENSG00000105835	77	71
ENSG00000105855	81	26
ENSG00000105926	28	28
ENSG00000105953	35	61
ENSG00000106049	87	42
ENSG00000106052	82	30
ENSG00000106078	19	77
ENSG00000106105	27	54
ENSG00000106211	84	42
ENSG00000106244	82	75
ENSG00000106263	38	65
ENSG00000106266	98	71
ENSG00000106278	12	6
ENSG00000106299	52	63
ENSG00000106351	5	11
ENSG00000106367	95	24
ENSG00000106524	6	43
ENSG00000106605	77	80
ENSG00000106615	81	5
ENSG00000106665	68	21
ENSG00000106682	54	71
ENSG00000106683	96	10
ENSG00000106701	7	46
ENSG00000106789	77	90
ENSG00000106976	27	27
ENSG00000106992	49	27
ENSG00000107130	21	58
ENSG00000107263	83	92
ENSG00000107295	4	24
ENSG00000107331	99	33
ENSG00000107581	70	53
ENSG00000107758	76	55
ENSG00000107862	12	66
ENSG00000107863	68	63
ENSG00000107897	74	9
ENSG00000107959	82	4
ENSG00000108010	59	39
ENSG00000108039	78	86
ENSG00000108064	29	60
ENSG00000108094	54	52
ENSG00000108187	71	49
ENSG00000108231	37	44
ENSG00000108309	36	73
ENSG00000108344	63	10
ENSG00000108381	58	25
ENSG00000108387	34	67
ENSG00000108424	93	46
ENSG00000108439	29	2
ENSG00000108465	73	48
ENSG00000108479	64	21
ENSG00000108528	64	41
ENSG00000108559	86	6
ENSG00000108578	11	8
ENSG00000108582	62	19
ENSG00000108654	6	58
ENSG00000108669	67	80
ENSG00000108671	65	26
ENSG00000108679	56	74
ENSG00000108774	92	59
ENSG00000108797	48	18
ENSG00000108829	91	56
ENSG00000108852	14	26
ENSG00000108883	4	5
ENSG00000108946	37	64
ENSG00000108984	60	93
ENSG00000109062	68	12
ENSG00000109107	2	26
ENSG00000109180	67	61
ENSG00000109472	97	88
ENSG00000109519	62	55
ENSG00000109654	66	75
ENSG00000109846	25	83
ENSG00000109917	91	89
ENSG00000109971	4	41
ENSG00000110047	67	15
ENSG00000110048	16	3
ENSG00000110090	59	41
ENSG00000110107	69	38
ENSG00000110169	98	74
ENSG00000110315	62	73
ENSG00000110321	50	38
ENSG00000110344	71	26
ENSG00000110367	36	14
ENSG00000110395	79	56
ENSG00000110435	60	89
ENSG00000110436	33	40
ENSG00000110442	80	65
ENSG00000110514	3	11
ENSG00000110697	89	42
ENSG00000110700	65	75
ENSG00000110711	97	20
ENSG00000110717	47	37
ENSG00000110871	74	2
ENSG00000110880	5	24
ENSG00000110917	51	20
ENSG00000110921	82	30
ENSG00000110931	25	21
ENSG00000110955	4	69
ENSG00000111052	3	66
ENSG00000111077	51	74
ENSG00000111110	75	32
ENSG00000111144	47	66
ENSG00000111275	16	49
ENSG00000111344	80	75
ENSG00000111481	84	18
ENSG00000111530	67	5
ENSG00000111540	95	25
ENSG00000111605	98	34
ENSG00000111652	42	15
ENSG00000111669	48	69
ENSG00000111674	25	12
ENSG00000111696	29	90
ENSG00000111726	61	83
ENSG00000111731	15	88
ENSG00000111737	40	90
ENSG00000111801	20	9
ENSG00000111906	97	86
ENSG00000111912	87	14
ENSG00000111961	67	18
ENSG00000112137	59	90
ENSG00000112186	14	71
ENSG00000112210	80	59
ENSG00000112290	80	61
ENSG00000112294	13	16
ENSG00000112305	75	21
ENSG00000112335	28	38
ENSG00000112339	85	86
ENSG00000112379	90	52
ENSG00000112425	91	86
ENSG00000112531	60	31
ENSG00000112640	24	79
ENSG00000112685	5	23
ENSG00000112697	99	28
ENSG00000112851	42	88
ENSG00000112992	19	56
ENSG00000113013	40	5
ENSG00000113048	32	33
ENSG00000113282	19	44
ENSG00000113312	90	17
ENSG00000113368	32	11
ENSG00000113387	38	91
ENSG00000113407	14	59
ENSG00000113448	60	71
ENSG00000113522	21	64
ENSG00000113552	77	49
ENSG00000113578	84	17
ENSG00000113643	72	16
ENSG00000113657	56	56
ENSG00000113758	45	99
ENSG00000113763	76	26
ENSG00000113966	59	88
ENSG00000114021	20	4
ENSG00000114054	2	96
ENSG00000114098	77	60
ENSG00000114115	51	17
ENSG00000114209	50	50
ENSG00000114302	79	90
ENSG00000114353	18	88
ENSG00000114354	58	1
ENSG00000114383	57	88
ENSG00000114416	66	19
ENSG00000114480	94	91
ENSG00000114491	1	56
ENSG00000114520	6	41
ENSG00000114573	20	49
ENSG00000114646	67	87
ENSG00000114698	42	37
ENSG00000114742	41	52
ENSG00000114757	28	11
ENSG00000114948	69	97
ENSG00000115053	4	92
ENSG00000115091	23	58
ENSG00000115159	10	30
ENSG00000115194	17	94
ENSG00000115211	86	68
ENSG00000115233	93	0
ENSG00000115234	93	51
ENSG00000115252	47	60
ENSG00000115275	92	67
